Condition,Page,Trial_No,LCP_ms,FCP_ms,Transfer_MB,Prerendered,PR_Target1_URL,PR_T1_ReqStarted,PR_T1_Result,PR_T1_HTTPStatus,PR_T1_Error,PR_T1_Duration_ms,PR_T1_Transfer_KB,PR_Target2_URL,PR_T2_ReqStarted,PR_T2_Result,PR_T2_HTTPStatus,PR_T2_Error,PR_T2_Duration_ms,PR_T2_Transfer_KB,Scenario,Clicked_At,PR_Attack_Stopped_At,PR_Attack_Canceled,PR_Attack_Result,PR_Attack_Error,PR_Attack_CancelDelay_ms,PR_Attack_Transfer_KB,PR_Attack_Events_JSON
"tc_profile","Depth",1,"268.00","268.00","1.85","false","https://victim.lab-ish.com/","true","finished",200,,140,"0.57","https://attack.lab-ish.com/","true","finished",200,,141,"1.07","cancel_delay",1773578527655,"","","none","","","1.07",""
