Condition,Page,Trial_No,LCP_ms,FCP_ms,Transfer_MB,Prerendered,PR_Target1_URL,PR_T1_ReqStarted,PR_T1_Result,PR_T1_HTTPStatus,PR_T1_Error,PR_T1_Duration_ms,PR_T1_Transfer_KB,PR_Target2_URL,PR_T2_ReqStarted,PR_T2_Result,PR_T2_HTTPStatus,PR_T2_Error,PR_T2_Duration_ms,PR_T2_Transfer_KB,Scenario,Clicked_At,Cancel_Observation_Started_At,PR_Attack_Stopped_At,PR_Attack_Stop_Reason,PR_Attack_Canceled,PR_Attack_Result,PR_Attack_Error,PR_Attack_CancelDelay_ms,PR_Attack_Transfer_KB,PR_Attack_PostClick_DataEvents,PR_Attack_PostClick_Data_KB,PR_Attack_Failure_Class,PR_Attack_Events_JSON,PR_Attack_Timeline_JSON
"tc_profile","Depth",1,"716.00","332.00","1.85","false","https://victim.lab-ish.com/","true","finished",200,,215,"0.57","https://attack.lab-ish.com/","true","finished",200,,198,"1.07","cancel_delay",1774191445095,1774191445095,"","","","none","","","","","","network_or_timing_no_stop_after_click","[{""timestamp"":1774191445095,""event_type"":""click_detected"",""requestId"":null,""sessionId"":null,""url"":""https://depth.lab-ish.com/"",""resourceType"":null,""canceled"":null,""bytes"":null,""clicked_at"":1774191445095},{""timestamp"":1774191445095,""event_type"":""cancel_observation_started"",""requestId"":null,""sessionId"":null,""url"":""https://attack.lab-ish.com/"",""resourceType"":null,""canceled"":null,""bytes"":null,""clicked_at"":1774191445095},{""timestamp"":1774191445377,""event_type"":""explicitCancelRequested"",""requestId"":null,""sessionId"":null,""url"":""https://attack.lab-ish.com/"",""resourceType"":null,""canceled"":true,""bytes"":null,""clicked_at"":1774191445095}]","[{""t"":1774191445095,""event"":""click_detected"",""requestId"":null,""canceled"":null,""bytes"":null,""url"":""https://depth.lab-ish.com/""},{""t"":1774191445095,""event"":""cancel_observation_started"",""requestId"":null,""canceled"":null,""bytes"":null,""url"":""https://attack.lab-ish.com/""},{""t"":1774191445377,""event"":""explicitCancelRequested"",""requestId"":null,""canceled"":true,""bytes"":null,""url"":""https://attack.lab-ish.com/""}]"
